job_level,performance_rating,job_role,age,job_satisfaction,company_size,employee_id,leadership_opportunities,company_reputation,marital_status,overtime,employee_recognition,attrition,education_level,gender,number_of_promotions,years_at_company,innovation_opportunities,work_life_balance,distance_from_home,remote_work,monthly_income,number_of_dependents,age_group,commute_distance,years_per_promotion,loyalty_bucket,income_tier,has_dependents
Mid,Average,Technology,18,Low,Medium,18558,1,Fair,Divorced,0,Low,1,Associate Degree,Male,0,2,0,Good,89,0,8644,3,18-25,Long,2.0,Fast Promotion,High Income,Has Dependents
Senior,Average,Technology,44,Very High,Small,22814,0,Fair,Single,0,Low,0,Master’s Degree,Female,1,32,0,Poor,19,0,9082,1,36-45,Short,16.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,52,High,Medium,25187,0,Fair,Single,0,Low,1,Bachelor’s Degree,Male,2,22,0,Good,56,1,6992,0,46-55,Medium,7.333333333333333,Average Promotion,Middle Income,No Dependents
Entry,Average,Media,27,Low,Small,41911,0,Good,Married,0,Low,0,Associate Degree,Male,4,13,0,Good,78,0,6968,1,26-35,Long,2.6,Fast Promotion,Middle Income,Has Dependents
Mid,High,Finance,42,Medium,Large,32575,0,Fair,Single,0,Low,1,Associate Degree,Male,2,16,0,Fair,73,0,9804,4,36-45,Long,5.333333333333333,Average Promotion,High Income,Has Dependents
Mid,Average,Finance,28,High,Small,61383,0,Good,Married,0,Medium,1,Bachelor’s Degree,Female,0,20,0,Fair,35,0,8871,3,26-35,Medium,20.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,58,Very High,Medium,44463,0,Poor,Married,0,High,0,Master’s Degree,Male,0,36,0,Poor,50,1,6867,0,56+,Medium,36.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Below Average,Technology,58,High,Medium,65777,0,Good,Married,0,Medium,0,PhD,Female,0,28,0,Poor,38,0,9241,1,56+,Medium,28.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Healthcare,27,High,Large,48822,0,Fair,Married,0,Medium,0,High School,Male,2,8,0,Good,11,0,6986,1,26-35,Short,2.6666666666666665,Fast Promotion,Middle Income,Has Dependents
Entry,High,Healthcare,45,Very High,Small,29512,0,Good,Divorced,1,Low,1,Associate Degree,Male,0,26,0,Poor,31,0,8911,1,36-45,Short,26.0,Stagnant (No Promos),High Income,Has Dependents
Entry,High,Technology,49,High,Small,62875,0,Good,Single,0,High,1,Bachelor’s Degree,Male,2,40,0,Good,36,0,9358,1,46-55,Medium,13.333333333333334,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Education,39,High,Small,38872,0,Fair,Married,0,High,0,Bachelor’s Degree,Female,0,1,1,Good,41,1,5425,0,36-45,Medium,1.0,Fast Promotion,Low Income,No Dependents
Senior,Average,Technology,52,Low,Small,56755,0,Good,Single,0,Low,0,Bachelor’s Degree,Male,2,37,0,Good,86,0,9088,4,46-55,Long,12.333333333333334,Stagnant (No Promos),High Income,Has Dependents
Senior,Low,Media,39,Low,Medium,7466,0,Good,Single,0,Low,0,High School,Female,0,7,0,Poor,68,0,6620,5,36-45,Long,7.0,Average Promotion,Middle Income,Has Dependents
Entry,High,Education,18,High,Medium,34636,0,Fair,Single,0,Low,0,Master’s Degree,Male,0,6,0,Good,29,0,5338,4,18-25,Short,6.0,Average Promotion,Low Income,Has Dependents
Mid,Average,Technology,18,High,Medium,62895,0,Good,Married,1,Medium,0,Bachelor’s Degree,Female,2,2,1,Excellent,46,0,8841,1,18-25,Medium,0.6666666666666666,Fast Promotion,High Income,Has Dependents
Mid,Average,Education,37,Very High,Medium,52117,0,Poor,Single,0,Medium,1,High School,Female,2,8,0,Poor,38,0,4471,1,36-45,Medium,2.6666666666666665,Fast Promotion,Low Income,Has Dependents
Entry,Average,Healthcare,38,Medium,Small,67357,0,Good,Single,0,Medium,1,Bachelor’s Degree,Female,1,3,0,Excellent,93,0,6642,1,36-45,Long,1.5,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Finance,33,High,Medium,67947,0,Poor,Divorced,1,Medium,0,Associate Degree,Male,1,3,1,Excellent,29,1,5165,1,26-35,Short,1.5,Fast Promotion,Low Income,Has Dependents
Mid,Average,Education,28,Low,Small,31602,0,Good,Married,0,Low,0,High School,Male,0,16,1,Excellent,84,1,5117,4,26-35,Long,16.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Technology,47,Low,Large,39406,0,Good,Married,1,Medium,1,Master’s Degree,Female,0,11,1,Good,36,0,10782,2,46-55,Medium,11.0,Average Promotion,High Income,Has Dependents
Senior,High,Education,59,High,Medium,16577,0,Poor,Married,0,High,0,Bachelor’s Degree,Male,0,15,0,Fair,72,0,4628,0,56+,Long,15.0,Stagnant (No Promos),Low Income,No Dependents
Mid,Average,Media,30,High,Medium,37334,0,Good,Divorced,0,Medium,0,Associate Degree,Female,1,3,0,Excellent,38,0,5174,3,26-35,Medium,1.5,Fast Promotion,Low Income,Has Dependents
Entry,High,Healthcare,41,Very High,Small,72757,0,Excellent,Married,1,High,0,Bachelor’s Degree,Male,3,28,1,Poor,31,0,9289,2,36-45,Short,7.0,Average Promotion,High Income,Has Dependents
Senior,Average,Education,32,High,Large,42819,0,Fair,Divorced,0,Low,0,Associate Degree,Female,3,22,0,Good,84,0,4616,1,26-35,Long,5.5,Average Promotion,Low Income,Has Dependents
Senior,Average,Finance,18,High,Medium,36548,0,Poor,Married,1,Very High,0,Associate Degree,Male,1,8,0,Good,89,0,10373,0,18-25,Long,4.0,Fast Promotion,High Income,No Dependents
Entry,Average,Finance,19,Very High,Medium,41786,0,Fair,Married,1,High,1,High School,Female,0,4,0,Good,42,0,4795,0,18-25,Medium,4.0,Fast Promotion,Low Income,No Dependents
Mid,Average,Healthcare,19,High,Medium,2810,0,Fair,Married,0,Medium,0,High School,Female,0,8,0,Good,12,0,7714,4,18-25,Short,8.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Technology,35,Low,Medium,63262,1,Poor,Single,1,Low,0,Master’s Degree,Male,3,13,0,Fair,65,1,8877,1,26-35,Medium,3.25,Fast Promotion,High Income,Has Dependents
Senior,Average,Finance,32,Very High,Large,33687,0,Fair,Married,1,Low,0,Master’s Degree,Female,0,8,0,Good,30,0,6860,1,26-35,Short,8.0,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Technology,43,Very High,Small,46033,0,Poor,Single,0,Low,1,Bachelor’s Degree,Male,1,28,0,Good,66,1,9387,3,36-45,Medium,14.0,Stagnant (No Promos),High Income,Has Dependents
Entry,High,Healthcare,39,High,Small,57770,0,Poor,Married,0,Medium,0,Associate Degree,Female,2,30,1,Fair,87,0,7409,4,36-45,Long,10.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Education,37,Very High,Medium,37053,0,Poor,Married,0,Low,1,Bachelor’s Degree,Male,0,9,0,Excellent,83,0,5662,1,36-45,Long,9.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Finance,57,Medium,Small,229,0,Excellent,Married,0,High,0,Associate Degree,Male,2,6,0,Fair,26,1,8094,1,56+,Short,2.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Technology,34,Very High,Medium,13330,1,Poor,Single,0,Low,1,Bachelor’s Degree,Female,1,3,0,Good,18,0,9317,0,26-35,Short,1.5,Fast Promotion,High Income,No Dependents
Entry,Average,Technology,55,Very High,Medium,70364,0,Fair,Married,0,Low,0,Bachelor’s Degree,Male,0,20,0,Fair,22,0,10553,3,46-55,Short,20.0,Stagnant (No Promos),High Income,Has Dependents
Mid,High,Education,41,Very High,Large,4898,0,Poor,Married,1,Low,1,Bachelor’s Degree,Male,0,5,1,Good,22,0,4062,3,36-45,Short,5.0,Fast Promotion,Low Income,Has Dependents
Entry,Average,Finance,43,High,Medium,5584,0,Fair,Married,0,High,1,Bachelor’s Degree,Female,0,31,1,Fair,41,0,7503,0,36-45,Medium,31.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,High,Technology,40,High,Small,28230,0,Good,Married,0,Low,0,PhD,Male,0,14,0,Poor,16,0,10066,2,36-45,Short,14.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,55,Very High,Medium,28900,0,Fair,Divorced,1,Medium,1,Bachelor’s Degree,Female,1,14,1,Poor,81,0,7957,0,46-55,Long,7.0,Average Promotion,Middle Income,No Dependents
Mid,Average,Technology,51,Very High,Medium,33897,0,Good,Married,1,Low,1,Master’s Degree,Female,1,12,0,Good,21,0,5772,0,46-55,Short,6.0,Average Promotion,Low Income,No Dependents
Senior,Below Average,Media,39,High,Medium,70524,0,Poor,Divorced,1,High,0,High School,Female,1,11,0,Excellent,10,0,6130,2,36-45,Short,5.5,Average Promotion,Middle Income,Has Dependents
Senior,Below Average,Technology,53,High,Medium,10401,0,Good,Single,0,Medium,0,Associate Degree,Male,0,32,0,Excellent,38,1,10267,3,46-55,Medium,32.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Healthcare,58,Medium,Medium,43067,0,Excellent,Single,1,Low,1,Associate Degree,Male,0,30,0,Fair,9,0,7447,2,56+,Short,30.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,High,Finance,42,High,Medium,34475,0,Good,Married,1,High,0,Associate Degree,Male,0,30,0,Fair,7,0,10107,5,36-45,Short,30.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,50,Medium,Medium,23835,0,Fair,Married,1,Low,0,Associate Degree,Female,2,16,0,Good,37,1,7592,0,46-55,Medium,5.333333333333333,Average Promotion,Middle Income,No Dependents
Mid,Average,Healthcare,30,High,Medium,68690,1,Good,Single,1,High,1,Associate Degree,Male,1,14,0,Good,56,1,8044,1,26-35,Medium,7.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,18,Medium,Small,11524,0,Good,Married,0,High,0,Master’s Degree,Female,2,10,0,Good,82,1,8404,3,18-25,Long,3.3333333333333335,Fast Promotion,High Income,Has Dependents
Senior,Below Average,Media,53,High,Medium,216,0,Excellent,Married,1,High,0,High School,Male,0,23,0,Excellent,88,0,5773,4,46-55,Long,23.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,High,Media,42,Medium,Small,23489,0,Poor,Married,1,Low,0,Bachelor’s Degree,Female,1,32,0,Excellent,40,0,6292,2,36-45,Medium,16.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Media,58,High,Small,26951,0,Good,Single,1,Medium,1,Associate Degree,Female,0,35,0,Fair,93,0,5525,0,56+,Long,35.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Finance,50,Medium,Small,9825,1,Good,Single,1,Low,1,Bachelor’s Degree,Male,2,2,0,Good,13,0,11818,3,46-55,Short,0.6666666666666666,Fast Promotion,High Income,Has Dependents
Entry,Average,Finance,55,High,Large,35694,0,Poor,Divorced,0,High,1,Associate Degree,Female,2,17,0,Excellent,99,0,7759,3,46-55,Long,5.666666666666667,Average Promotion,Middle Income,Has Dependents
Entry,Low,Media,45,Medium,Large,43259,0,Fair,Married,0,Low,0,Associate Degree,Female,0,28,0,Excellent,99,0,6054,0,36-45,Long,28.0,Stagnant (No Promos),Low Income,No Dependents
Entry,High,Finance,43,Very High,Medium,9638,0,Poor,Married,0,High,1,High School,Male,0,27,0,Poor,32,0,7992,4,36-45,Short,27.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Below Average,Technology,56,Medium,Large,45213,0,Excellent,Married,1,High,0,Associate Degree,Female,0,11,0,Fair,44,0,9633,1,56+,Medium,11.0,Average Promotion,High Income,Has Dependents
Entry,High,Media,18,Medium,Large,56598,0,Good,Single,0,Very High,1,Bachelor’s Degree,Male,0,9,0,Excellent,51,0,6120,0,18-25,Medium,9.0,Average Promotion,Low Income,No Dependents
Entry,Average,Technology,31,High,Small,74469,0,Fair,Married,0,Low,1,Bachelor’s Degree,Female,1,3,0,Excellent,34,0,11442,6,26-35,Short,1.5,Fast Promotion,High Income,Has Dependents
Senior,Average,Healthcare,35,Very High,Small,40278,0,Fair,Married,0,High,0,Master’s Degree,Male,3,9,1,Fair,39,0,9287,2,26-35,Medium,2.25,Fast Promotion,High Income,Has Dependents
Entry,Average,Healthcare,48,High,Medium,69689,0,Poor,Divorced,1,Very High,0,Associate Degree,Female,3,16,0,Excellent,75,0,7601,5,46-55,Long,4.0,Fast Promotion,Middle Income,Has Dependents
Mid,Below Average,Technology,18,Very High,Medium,66986,0,Good,Single,0,Medium,1,High School,Female,0,1,0,Good,90,1,10774,0,18-25,Long,1.0,Fast Promotion,High Income,No Dependents
Mid,Average,Finance,57,High,Large,26313,0,Good,Married,0,Low,0,High School,Male,0,39,0,Good,93,0,12687,4,56+,Long,39.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Media,26,High,Medium,63081,0,Good,Single,1,Medium,1,Bachelor’s Degree,Male,1,14,0,Fair,69,1,6163,4,26-35,Long,7.0,Average Promotion,Middle Income,Has Dependents
Mid,High,Media,46,Low,Large,47923,0,Fair,Married,0,Medium,0,PhD,Male,0,34,0,Excellent,3,0,6077,1,46-55,Short,34.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Education,22,Very High,Large,71006,0,Good,Married,0,Low,0,Master’s Degree,Female,0,13,0,Fair,65,0,5058,5,18-25,Medium,13.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,High,Education,36,High,Small,28308,0,Good,Married,0,High,0,High School,Male,0,23,0,Fair,27,1,4526,6,36-45,Short,23.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Education,53,Very High,Medium,49113,0,Good,Single,0,Medium,1,Bachelor’s Degree,Male,1,14,0,Good,93,0,4212,0,46-55,Long,7.0,Average Promotion,Low Income,No Dependents
Senior,Average,Healthcare,50,Medium,Large,29671,0,Good,Married,1,High,0,PhD,Female,2,36,1,Fair,51,0,8927,3,46-55,Medium,12.0,Average Promotion,High Income,Has Dependents
Entry,Average,Finance,20,Medium,Medium,48518,0,Fair,Divorced,0,Very High,1,Associate Degree,Male,0,6,1,Good,75,0,8475,0,18-25,Long,6.0,Average Promotion,High Income,No Dependents
Entry,High,Education,34,Very High,Medium,6055,0,Good,Married,0,Medium,0,High School,Male,3,4,0,Fair,33,0,3480,0,26-35,Short,1.0,Fast Promotion,Low Income,No Dependents
Mid,High,Technology,30,Very High,Medium,31876,0,Fair,Single,0,High,1,Associate Degree,Male,1,5,0,Fair,95,0,6981,0,26-35,Long,2.5,Fast Promotion,Middle Income,No Dependents
Mid,High,Healthcare,26,High,Medium,36994,0,Good,Single,1,Very High,0,Associate Degree,Male,0,7,0,Fair,14,0,7639,3,26-35,Short,7.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Education,47,High,Medium,51703,0,Fair,Divorced,1,Very High,0,Master’s Degree,Male,0,12,0,Good,74,0,5246,0,46-55,Long,12.0,Average Promotion,Low Income,No Dependents
Mid,Below Average,Healthcare,51,Low,Large,62288,0,Fair,Married,0,Medium,1,Associate Degree,Male,2,29,0,Good,22,0,9749,2,46-55,Short,9.666666666666666,Average Promotion,High Income,Has Dependents
Senior,Average,Healthcare,40,Very High,Medium,9131,0,Good,Married,0,Medium,0,Bachelor’s Degree,Female,0,13,0,Good,24,0,8032,4,36-45,Short,13.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,High,Healthcare,48,Low,Medium,74005,0,Good,Married,0,Medium,0,Bachelor’s Degree,Female,0,6,0,Excellent,50,0,9566,1,46-55,Medium,6.0,Average Promotion,High Income,Has Dependents
Mid,High,Finance,29,Very High,Medium,6450,0,Fair,Single,0,High,1,Associate Degree,Female,2,10,0,Fair,43,0,5144,4,26-35,Medium,3.3333333333333335,Fast Promotion,Low Income,Has Dependents
Mid,Average,Media,54,High,Medium,7952,0,Good,Married,1,Low,1,Associate Degree,Male,0,8,0,Fair,35,0,5680,1,46-55,Medium,8.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Finance,33,Medium,Small,28133,0,Fair,Married,0,Very High,1,High School,Male,1,10,0,Excellent,43,0,8480,5,26-35,Medium,5.0,Fast Promotion,High Income,Has Dependents
Senior,High,Education,32,High,Medium,14627,0,Excellent,Married,0,Low,1,High School,Male,0,3,0,Poor,16,0,4937,0,26-35,Short,3.0,Fast Promotion,Low Income,No Dependents
Entry,Average,Technology,57,High,Large,15805,0,Poor,Married,1,High,0,Bachelor’s Degree,Male,0,8,0,Excellent,15,0,7991,4,56+,Short,8.0,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Technology,29,High,Medium,51797,0,Poor,Single,0,High,1,PhD,Female,1,3,0,Fair,85,0,10224,4,26-35,Long,1.5,Fast Promotion,High Income,Has Dependents
Entry,Average,Finance,39,Medium,Medium,64605,0,Good,Married,1,High,0,Bachelor’s Degree,Female,0,17,0,Good,89,0,8152,2,36-45,Long,17.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Education,27,Medium,Medium,11358,0,Good,Single,0,Medium,1,Bachelor’s Degree,Female,0,15,0,Good,30,0,6385,1,26-35,Short,15.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Education,34,High,Medium,69885,0,Good,Married,0,Low,1,High School,Male,1,20,1,Fair,77,0,5537,1,26-35,Long,10.0,Average Promotion,Low Income,Has Dependents
Senior,High,Technology,31,High,Medium,13669,0,Good,Single,0,Low,0,High School,Female,3,7,0,Excellent,30,0,8864,4,26-35,Short,1.75,Fast Promotion,High Income,Has Dependents
Entry,Average,Technology,23,Medium,Large,31106,0,Good,Single,0,Medium,1,Associate Degree,Female,2,13,0,Good,42,1,10237,2,18-25,Medium,4.333333333333333,Fast Promotion,High Income,Has Dependents
Senior,High,Technology,29,Very High,Large,14646,0,Good,Divorced,1,High,0,Bachelor’s Degree,Male,1,5,0,Good,91,0,7072,1,26-35,Long,2.5,Fast Promotion,Middle Income,Has Dependents
Mid,High,Healthcare,53,Medium,Small,53640,0,Good,Single,1,Low,1,Bachelor’s Degree,Female,0,14,0,Fair,59,0,6326,1,46-55,Medium,14.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Healthcare,25,High,Medium,21030,0,Good,Married,1,Very High,1,Master’s Degree,Female,1,2,0,Good,43,0,7587,2,18-25,Medium,1.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Finance,47,High,Small,27389,0,Good,Single,0,Low,1,Associate Degree,Female,0,23,1,Good,24,0,9241,4,46-55,Short,23.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,56,Very High,Small,3776,0,Excellent,Single,0,Low,1,Master’s Degree,Female,0,17,1,Poor,96,0,9528,3,56+,Long,17.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Media,19,High,Medium,16375,0,Excellent,Single,1,Medium,1,Master’s Degree,Male,0,3,1,Fair,70,0,5302,4,18-25,Long,3.0,Fast Promotion,Low Income,Has Dependents
Mid,High,Education,43,Very High,Small,5597,0,Good,Married,0,Medium,0,Bachelor’s Degree,Male,1,17,0,Poor,25,0,5197,1,36-45,Short,8.5,Average Promotion,Low Income,Has Dependents
Mid,High,Healthcare,31,High,Medium,34759,0,Fair,Divorced,0,Low,1,Master’s Degree,Female,0,11,0,Good,56,0,9282,0,26-35,Medium,11.0,Average Promotion,High Income,No Dependents
Entry,High,Finance,35,Very High,Medium,42066,0,Poor,Single,0,Low,1,Associate Degree,Female,2,2,0,Good,61,0,6747,1,26-35,Medium,0.6666666666666666,Fast Promotion,Middle Income,Has Dependents
Mid,High,Healthcare,41,High,Medium,23650,0,Good,Married,1,High,0,Bachelor’s Degree,Male,0,26,1,Excellent,91,0,8908,1,36-45,Long,26.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Media,41,High,Small,70315,0,Good,Single,1,Medium,0,Bachelor’s Degree,Male,0,12,0,Good,96,1,5572,1,36-45,Long,12.0,Average Promotion,Low Income,Has Dependents
Mid,Average,Media,40,Very High,Large,26958,0,Good,Married,0,High,1,Associate Degree,Female,0,26,0,Good,67,0,5252,3,36-45,Long,26.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Average,Technology,39,Very High,Large,62700,0,Fair,Single,1,Medium,1,Master’s Degree,Male,2,9,1,Fair,30,0,7309,1,36-45,Short,3.0,Fast Promotion,Middle Income,Has Dependents
Entry,High,Technology,43,Low,Small,41506,0,Fair,Divorced,0,Medium,1,Bachelor’s Degree,Male,0,21,0,Fair,40,0,9440,1,36-45,Medium,21.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Education,27,High,Medium,41985,0,Good,Married,1,Very High,0,Associate Degree,Female,0,8,0,Fair,78,0,3517,4,26-35,Long,8.0,Average Promotion,Low Income,Has Dependents
Mid,Average,Healthcare,23,High,Medium,29425,1,Poor,Single,0,Low,0,Bachelor’s Degree,Male,1,14,1,Excellent,20,0,7372,5,18-25,Short,7.0,Average Promotion,Middle Income,Has Dependents
Entry,High,Healthcare,18,Low,Medium,67444,0,Good,Single,1,Low,1,PhD,Male,2,7,0,Poor,21,1,7076,0,18-25,Short,2.3333333333333335,Fast Promotion,Middle Income,No Dependents
Entry,Below Average,Finance,50,Medium,Small,15582,0,Good,Divorced,1,Very High,1,Associate Degree,Female,0,26,0,Poor,29,0,5710,2,46-55,Short,26.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Media,39,Low,Medium,10144,0,Good,Single,1,Low,1,Master’s Degree,Male,4,12,0,Good,73,0,6259,1,36-45,Long,2.4,Fast Promotion,Middle Income,Has Dependents
Mid,Low,Finance,36,High,Medium,47663,0,Good,Married,0,Medium,0,Associate Degree,Female,0,20,1,Poor,42,0,6458,0,36-45,Medium,20.0,Stagnant (No Promos),Middle Income,No Dependents
Entry,High,Healthcare,18,High,Medium,53635,0,Good,Married,0,Low,1,Associate Degree,Female,1,1,0,Poor,4,1,6312,1,18-25,Short,0.5,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Finance,27,Medium,Large,43255,0,Excellent,Married,1,High,0,Bachelor’s Degree,Male,0,5,0,Good,9,1,5096,0,26-35,Short,5.0,Fast Promotion,Low Income,No Dependents
Entry,Average,Healthcare,43,Very High,Medium,37426,0,Poor,Married,1,Low,1,High School,Male,1,13,0,Fair,28,1,6650,0,36-45,Short,6.5,Average Promotion,Middle Income,No Dependents
Senior,Average,Media,30,Medium,Small,15387,0,Excellent,Married,0,Medium,0,PhD,Male,1,17,0,Good,10,0,6679,4,26-35,Short,8.5,Average Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,44,Low,Small,9266,0,Good,Single,0,Low,1,Associate Degree,Male,3,9,0,Good,79,1,5675,1,36-45,Long,2.25,Fast Promotion,Low Income,Has Dependents
Entry,Low,Technology,22,High,Medium,38738,0,Good,Married,0,Low,0,Associate Degree,Male,0,14,0,Excellent,72,0,7821,1,18-25,Long,14.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,High,Media,49,High,Large,47767,0,Fair,Single,1,Medium,1,Master’s Degree,Female,0,3,0,Poor,84,0,6219,1,46-55,Long,3.0,Fast Promotion,Middle Income,Has Dependents
Mid,Below Average,Education,42,Very High,Medium,52092,0,Fair,Single,1,Low,1,Bachelor’s Degree,Female,0,31,0,Fair,5,0,4694,2,36-45,Short,31.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Technology,22,High,Medium,30481,0,Fair,Single,0,High,1,Bachelor’s Degree,Male,0,2,0,Good,65,1,8122,0,18-25,Medium,2.0,Fast Promotion,Middle Income,No Dependents
Entry,Average,Finance,35,Medium,Medium,29087,0,Poor,Married,1,High,1,Bachelor’s Degree,Female,1,12,0,Fair,88,0,9329,2,26-35,Long,6.0,Average Promotion,High Income,Has Dependents
Entry,High,Finance,48,High,Medium,50493,0,Poor,Single,0,High,1,High School,Male,1,32,1,Fair,81,0,7965,5,46-55,Long,16.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Below Average,Technology,49,Medium,Medium,11517,0,Fair,Divorced,0,Low,0,Master’s Degree,Male,3,18,0,Good,7,1,9052,2,46-55,Short,4.5,Fast Promotion,High Income,Has Dependents
Entry,Average,Technology,46,Medium,Medium,34160,0,Good,Married,1,Very High,1,Associate Degree,Male,1,20,1,Fair,83,0,9916,1,46-55,Long,10.0,Average Promotion,High Income,Has Dependents
Mid,Average,Healthcare,55,Low,Medium,40206,0,Good,Single,0,Low,0,High School,Female,1,7,0,Fair,59,0,7488,4,46-55,Medium,3.5,Fast Promotion,Middle Income,Has Dependents
Entry,High,Technology,19,Medium,Medium,8803,0,Good,Married,1,High,1,Bachelor’s Degree,Female,0,1,0,Fair,94,0,8208,2,18-25,Long,1.0,Fast Promotion,Middle Income,Has Dependents
Senior,Average,Media,41,High,Small,33140,0,Poor,Single,0,Low,0,Associate Degree,Male,0,24,1,Fair,56,0,6042,3,36-45,Medium,24.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Education,28,Very High,Medium,14560,0,Poor,Married,0,Low,0,Associate Degree,Male,0,2,0,Fair,46,1,4910,4,26-35,Medium,2.0,Fast Promotion,Low Income,Has Dependents
Mid,High,Finance,28,Very High,Medium,42544,0,Poor,Divorced,0,Medium,1,Bachelor’s Degree,Female,0,15,0,Good,12,0,8463,2,26-35,Short,15.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,28,Very High,Medium,17797,0,Good,Married,1,High,1,Associate Degree,Female,0,4,0,Poor,90,0,8285,1,26-35,Long,4.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,51,Medium,Large,11696,0,Good,Divorced,0,High,1,Bachelor’s Degree,Male,0,17,0,Excellent,63,0,8106,0,46-55,Medium,17.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,High,Finance,23,High,Medium,16767,0,Good,Married,0,Low,0,Associate Degree,Female,0,15,0,Excellent,50,1,11016,0,18-25,Medium,15.0,Stagnant (No Promos),High Income,No Dependents
Mid,Average,Healthcare,31,Medium,Medium,54971,0,Poor,Married,0,Medium,0,Associate Degree,Female,1,15,0,Poor,83,1,7577,1,26-35,Long,7.5,Average Promotion,Middle Income,Has Dependents
Mid,Average,Media,19,Low,Large,22505,0,Fair,Single,1,Low,1,Associate Degree,Female,2,5,0,Good,2,0,6366,0,18-25,Short,1.6666666666666667,Fast Promotion,Middle Income,No Dependents
Mid,Average,Healthcare,49,High,Large,34981,0,Good,Single,0,Low,1,Master’s Degree,Female,2,32,0,Good,5,0,6405,2,46-55,Short,10.666666666666666,Average Promotion,Middle Income,Has Dependents
Senior,High,Education,46,High,Medium,38186,0,Good,Divorced,0,Low,0,Associate Degree,Female,3,37,0,Poor,17,0,4348,0,46-55,Short,9.25,Average Promotion,Low Income,No Dependents
Mid,Low,Finance,51,High,Large,20009,0,Good,Married,0,High,0,Associate Degree,Male,2,27,0,Poor,29,1,8570,0,46-55,Short,9.0,Average Promotion,High Income,No Dependents
Entry,High,Healthcare,40,Low,Medium,68695,0,Good,Single,0,Medium,1,Master’s Degree,Male,0,10,0,Fair,49,1,9873,0,36-45,Medium,10.0,Average Promotion,High Income,No Dependents
Mid,Average,Education,24,High,Medium,20652,0,Poor,Single,0,High,1,Bachelor’s Degree,Male,0,2,0,Excellent,50,0,4187,4,18-25,Medium,2.0,Fast Promotion,Low Income,Has Dependents
Mid,Average,Technology,22,Medium,Medium,31974,0,Fair,Married,0,Low,0,High School,Male,2,9,0,Excellent,60,0,7740,3,18-25,Medium,3.0,Fast Promotion,Middle Income,Has Dependents
Senior,Average,Healthcare,46,Medium,Medium,464,0,Good,Single,1,Medium,0,High School,Female,0,37,0,Good,37,0,7857,0,46-55,Medium,37.0,Stagnant (No Promos),Middle Income,No Dependents
